,a,b,c,d,e
3.917,6.718526651,7.971148869,7.51217028,7.118245756,8.757935166
3.918,0.677621056,1.65025965,5.809473575,2.250098582,8.251290977
3.919,5.360464055,2.511935801,4.355419774,8.283903376,7.849640763
3.92,6.933548827,8.445012812,0.122104589,7.028800985,3.258071024
3.921,2.425741965,5.068746926,4.043815992,5.834905982,5.851087468
3.922,0.92389122,4.456014405,2.649663189,1.671463209,4.333981453
3.923,0.040565143,7.19015014,2.315393672,1.924244442,9.496993807
3.924,2.81355221,5.611411145,1.410265241,1.613674797,8.5482121
3.925,9.815688844,2.822639726,8.443989472,9.814113202,3.23505997
3.926,8.031666027,8.249676405,3.619979381,8.79195321,7.852929859
3.927,3.195054456,4.48093986,2.124934465,0.552466967,0.335078811
3.928,9.686971943,2.412035908,3.44517818,4.250651097,1.921626129
3.929,3.480285978,3.464077024,5.892372006,0.568071884,5.598630973
3.93,4.682114775,5.134570203,3.242321862,8.618662391,1.774385278
3.931,2.436997486,6.154463638,1.807845129,8.070767595,5.164017932
3.932,1.844860592,9.425851712,9.233127214,9.847720638,8.96190186
3.933,0.826452443,4.63567924,3.525693274,2.431771029,1.175674456
3.934,5.57770208,9.167395879,3.437702242,0.867680354,9.681317399
3.935,5.2672155,1.546036798,7.529194333,8.229132667,1.953381868
3.936,1.990953646,7.160921789,6.691084018,9.905687595,9.328589516
3.937,3.787811772,4.388798133,9.324282814,8.339961024,0.332434839
3.938,7.945507652,8.474741536,8.239184151,4.397778931,1.251077333
3.939,0.515810248,3.105376838,4.641720955,3.951512622,5.703478553
3.94,3.202170977,7.175966275,6.874566025,6.49341427,2.0835153
3.941,5.149350426,6.239902465,3.701377902,7.47703098,1.971719606
3.942,9.571108775,4.239097404,8.389916824,4.190343024,9.479228322
3.943,8.077689631,0.178875702,0.842461923,3.200696148,7.214069446
3.944,8.768789386,8.08088655,2.091642585,3.576850554,2.608418347
3.945,9.884036539,4.480947501,7.362483013,6.98456607,6.912899723
3.946,3.829052627,3.021230218,6.289973916,9.496592546,8.677658908
3.947,0.223672844,2.33818098,6.687168659,9.009250367,4.018696606
3.948,2.188133548,1.469058017,4.987558745,6.540279096,6.6086621
3.949,3.136401758,8.587871722,4.553098459,7.640034968,7.457875482
3.95,2.10231467,9.282862608,2.852779419,6.320667039,1.594407308
3.951,1.956206992,3.210551257,4.157279085,5.198437827,1.798072686
3.952,4.522276739,0.486010366,9.801381779,5.828577683,9.94983709
3.953,5.926701394,7.996964085,7.076093412,6.24380232,2.911862096
3.954,8.092046018,2.466788302,0.153079443,4.855428865,2.189229686
3.955,5.289531716,3.509628827,1.208384831,8.952473642,5.454845173
3.956,7.841927174,1.886973455,2.654333083,3.146794337,6.724191049
3.957,1.56325342,7.737384205,3.295957638,6.565393886,6.915780413
3.958,9.075783707,2.596425711,6.929409839,5.652561483,2.758460233
3.959,4.205031149,0.210626459,2.18740587,9.536347623,5.676872308
3.96,1.931339299,5.364003653,7.129285093,5.557680924,1.795970813
3.961,1.509183209,1.749393736,0.614970539,5.012078597,3.698389081
3.962,7.580928173,8.810953113,2.702007436,7.686630556,8.343392165
3.963,5.624510017,2.278807047,6.138766494,6.200171865,8.889555096
3.964,3.681014844,6.482148563,2.355932062,3.766850587,9.827422247
3.965,6.967532965,8.616272594,0.081332194,9.580694829,9.883484484
3.966,7.76364233,5.805026665,9.963314342,1.858610736,2.63897357
3.967,1.854413895,5.897446044,1.247454155,5.243053525,9.319223964
3.968,7.183220573,7.252654073,7.282959493,6.492481929,4.484137569
3.969,2.569927324,5.144497333,6.628531638,1.477770833,6.927568474
3.97,3.665887002,3.702419994,1.616414425,5.80010871,9.197175345
3.971,5.564588154,2.972886125,2.43793283,9.997290991,0.985161456
3.972,0.065025847,8.128616985,6.813817733,5.013438151,2.894909338
3.973,6.340774437,0.734877455,4.132839525,3.272700735,5.048922504
3.974,8.227667594,5.013804562,6.60290337,1.391681735,0.069479676
3.975,7.47878051,1.358578941,3.80809565,6.52283675,9.037335521
3.976,3.106850378,6.832861686,3.415366124,7.398614072,7.097914532
3.977,1.040609016,9.237497485,7.396270205,5.966058672,9.106281264
3.978,6.103154898,7.882220807,7.372480007,7.559085785,4.546899826
3.979,9.282387373,9.886265005,9.953597382,4.675997001,6.809136962
3.98,4.803052649,2.113330571,8.540495689,6.672080459,1.006032151
3.981,8.739968377,1.829823439,7.577264119,7.330210389,1.21817118
3.982,1.673626043,1.982249299,8.969235328,2.079796635,0.139467246
3.983,4.876903885,1.533505468,0.602534053,3.136769109,0.105889326
3.984,6.796527827,3.596096129,4.030979051,9.080109096,5.481641376
3.985,9.219492228,7.484609325,0.730797303,5.214921515,5.121323252
3.986,2.030792618,7.714472097,1.753338898,8.216938394,3.928818706
3.987,6.392065884,0.298874465,7.418835568,7.187346844,8.54433338
3.988,2.889372449,4.600283226,5.339532427,6.431081437,1.614259865
3.989,9.160240808,9.170928966,8.28037418,5.412347731,9.598228464
3.99,8.488418385,7.729531869,0.780147696,0.124883474,2.944035392
3.991,3.347644679,0.590599148,7.803800861,5.824144297,4.830119007
3.992,6.596154628,4.335083572,3.676276241,7.776731539,2.984663394
3.993,7.248549728,4.981296799,4.641537367,0.494479084,6.468131165
3.994,3.432440765,1.755861383,5.981230212,7.109679281,7.367104716
3.995,9.354622643,5.64138033,8.659416847,4.766682877,2.486340466
3.996,1.045701174,3.877839202,8.433324941,7.766019223,9.215684132
3.997,7.193663474,2.768425413,8.664507879,9.99683736,1.805691534
3.998,9.824371924,4.301043416,4.739366333,6.412651189,0.386479407
3.999,6.149358214,2.795985782,7.543884787,5.776725352,9.476783254
4,0.530446277,8.929584834,2.619318091,4.549740915,4.684432119
4.001,2.154054058,4.080443614,9.476055836,5.398662611,1.650900744
4.002,8.259087335,0.829033207,9.277058901,0.38834372,1.891531519
4.003,9.5460476,2.322479883,0.472468364,0.499084442,5.594338457
4.004,7.659739905,2.242803201,4.287472895,0.194435123,2.238787954
4.005,9.244779843,2.385384398,1.900293152,7.294772525,5.471322702
4.006,4.132819396,0.031962644,4.743032348,3.878142331,9.18398695
4.007,2.505592606,2.895391402,8.250645854,3.187136591,2.758463106
4.008,7.062657797,2.825768438,1.75558425,4.499113848,0.53569888
4.009,5.753506858,0.840266101,3.509588405,2.532494831,8.592193085
4.01,1.531987853,5.178351156,0.969111527,2.119492461,8.22056299
4.011,4.872111428,3.933754931,3.935726528,7.998468248,4.796692927
4.012,6.746531942,8.068096231,3.367601443,6.827162608,0.057048627
4.013,4.080589505,6.479228472,4.954868382,1.364210522,5.849666917
4.014,9.518729689,3.282877153,7.525672073,8.130479231,2.04559667
4.015,9.748260316,5.516097299,7.753096206,4.495634899,3.113155877
4.016,4.394112587,9.817769903,7.023209753,0.487782345,3.839739716
4.017,9.976052222,6.985963497,5.012930974,6.701537493,9.347245385
4.018,7.230180404,5.219961694,5.016267434,7.195837937,1.719742278
4.019,1.366452892,4.066051233,7.01924553,7.810424189,9.411092351
4.02,1.327724783,2.171885398,4.07363573,4.773251927,7.769682278
4.021,7.300098791,5.435666539,8.956710544,7.384638561,0.734462269
4.022,2.349893349,2.000851853,2.371272288,9.541296272,4.908249232
4.023,6.044003626,0.148508122,3.096564718,1.553884403,9.171236666
4.024,2.467718273,0.164298539,9.487011194,7.884993377,3.909618614
4.025,6.429766041,1.89898741,2.145481575,3.282849354,0.873947079
4.026,6.527350052,7.018637977,1.906636332,8.21173533,3.654555452
4.027,6.581369435,8.022266374,7.319999141,8.342652913,0.886129831
4.028,8.723460949,7.07326536,5.350543627,5.960156013,0.982493968
4.029,2.252143338,4.531673059,0.771273384,0.77893051,3.783622337
4.03,5.558503496,6.23694621,2.938006644,8.776729937,5.790839902
4.031,4.604876955,5.497142414,0.15619614,5.796811082,0.893478869
4.032,8.396847343,2.669625694,8.275739676,2.780934928,5.021660522
4.033,8.057763852,6.932753201,7.318434458,7.124704785,2.043685282
4.034,6.64377262,8.641733905,5.9317895,2.312626305,4.499612545
4.035,4.012468363,7.337441982,8.490765853,0.181777323,8.436754255
4.036,5.889223072,4.478560108,4.214680683,8.473921455,4.459639906
4.037,9.965372186,7.758462904,7.163499478,6.016508099,1.912936495
4.038,8.637538765,3.163614521,0.314567293,6.384685266,2.493318185
4.039,0.847462066,0.760885434,6.249508078,9.874399595,0.905809566
4.04,4.691876106,8.793656176,1.963259223,3.211702328,1.737418902
4.041,6.057356298,6.163189983,7.816785019,7.769665452,9.28972136
4.042,5.925313668,8.736018422,9.764843046,7.68724416,6.467939678
4.043,7.626068068,3.308503162,7.755249892,6.214450897,0.983245234
4.044,6.65991986,1.875538316,6.936522824,0.206135015,8.030899918
4.045,4.558302222,1.191473756,6.017635922,5.531060117,2.859732245
4.046,6.619608983,3.747397298,6.195907539,9.624715962,3.097371994
4.047,1.495988118,8.868203706,5.297363755,2.018080605,2.531237742
4.048,3.397822665,9.28316686,9.950640797,8.09647976,7.985498506
4.049,6.282781564,3.026778601,4.064167359,7.073052426,2.84603684
4.05,4.684995744,0.375742746,1.07031414,3.676522561,3.44812799
4.051,9.983668818,6.44808949,5.114198152,9.823789072,9.587210482
4.052,2.460203094,4.525686991,9.331191971,6.205456478,8.355342484
4.053,6.592625029,1.714659884,4.974171846,9.044240431,7.479792923
4.054,7.537027334,2.493772772,9.594267274,3.162014861,9.9760951
4.055,0.393852679,7.384590497,8.217389576,5.950485801,6.56220647
4.056,0.764195532,0.318291954,4.671038537,6.8223602,0.180222293
4.057,5.614264054,1.450268099,0.056434395,3.499895028,1.640256312
4.058,5.349599711,6.838622083,4.26036669,6.022420568,8.729775177
4.059,4.059160485,1.767380439,5.300955911,8.352249467,9.706700543
4.06,9.148577771,9.984635095,2.122669707,0.153155506,3.959619999
4.061,8.851307088,8.884320114,5.60710842,0.627767042,2.55831157
4.062,6.914147498,9.647816694,4.220601157,3.564161703,7.188881214
4.063,6.368689142,7.534361376,5.586932214,3.328979433,5.189733373
4.064,6.856870566,0.874716943,0.010058873,2.259617206,4.294362859
4.065,8.107938071,8.499469476,1.797124186,2.775358233,9.86744481
4.066,8.362150651,4.442023736,9.912281294,8.350421249,8.369994591
4.067,7.071303952,7.648946286,7.980338932,9.10278897,8.597787447
4.068,9.053128341,0.260331311,1.152950983,9.594564882,9.18465638
4.069,3.545133571,5.3646958,8.87882017,7.068923435,8.813244087
4.07,3.697219862,1.54937961,9.48641525,9.839482016,0.526428373
4.071,9.930040381,6.895760527,1.680148914,1.813117504,9.401603589
4.072,3.162776056,7.227564425,1.273056785,9.452509042,2.367608337
4.073,3.5100643,3.832413381,4.933913127,0.317682977,4.814424107
4.074,8.871882139,3.972621993,6.371395732,7.246293951,3.166007551
4.075,0.892849572,7.719906723,5.107645003,4.348059008,9.644225743
4.076,5.499046819,3.758452637,4.353038546,3.981662053,9.195402316
4.077,9.258159152,9.932241197,8.378337537,7.310309119,1.165900129
4.078,5.514669771,0.120664235,2.567386141,5.888382657,3.836301273
4.079,1.889121319,5.058931383,3.643000554,2.429148072,8.547773935
4.08,1.923625199,0.97767095,6.418032135,1.37368414,8.056482578
4.081,4.871177642,3.793170375,9.476541495,6.53086315,1.299499001
4.082,4.19826555,3.592195933,0.741758751,5.638742541,7.129400332
4.083,9.197647958,9.443110245,4.565521522,6.375035884,3.277625226
4.084,6.762739566,6.199403868,7.183006501,6.059091687,0.23914958
4.085,2.970440583,6.184901025,9.026025272,4.817337175,2.57306704
4.086,2.834044854,2.045927114,0.333761793,0.992524192,9.61951219
4.087,3.133568485,3.759809476,2.740938992,4.771941149,0.982849668
4.088,5.336529766,2.351051123,8.547028294,9.961220161,4.354420114
4.089,1.570268154,5.890070406,3.137712218,1.937886148,0.00736053
4.09,4.036339621,0.8030738,8.932970067,9.670717311,7.022518993
4.091,5.073137507,8.001222566,0.735257246,1.994296822,9.472316376
4.092,0.155213593,6.493527732,8.121650265,5.324052879,2.627597741
4.093,2.397143422,2.494733354,1.014681029,9.143376331,8.129651626
4.094,2.561019715,5.161160684,4.859887139,5.85479584,3.018045887
4.095,4.863296874,9.147768856,9.245587653,2.298767773,5.771788972
4.096,4.708727548,6.036738173,3.457440984,1.780527591,0.505500247
4.097,6.23583372,0.318447932,2.363044406,8.522827065,2.551699574
4.098,7.653469044,5.183358165,7.210104336,9.592121549,8.142143355
4.099,0.378003568,4.677359394,7.878922023,1.477258656,4.14902502
4.1,5.498171173,8.014400244,8.139232986,3.337309836,2.163832092
4.101,5.249102871,5.426856068,4.014799473,8.316661449,4.961731959
4.102,7.921323835,1.699472089,3.653765942,9.865649004,9.467761407
4.103,0.768020428,0.989722981,4.368698612,6.451601238,2.95511356
4.104,0.780686284,0.963860275,7.28062315,7.930281255,3.771459958
4.105,4.742309074,1.134405559,7.844016245,6.696389141,1.274065647
4.106,1.394181389,7.246402584,9.120903687,8.332262018,6.117428446
4.107,4.843737116,2.575161328,0.136988183,5.527114326,8.291108677
4.108,9.333144664,9.33288349,3.848080532,5.705434474,1.865647607
4.109,1.47524131,1.414976761,4.707699929,8.403346783,3.614543442
4.11,8.597791527,6.178675089,4.625305349,0.213263238,7.533877036
4.111,9.473052695,0.827622156,3.012390523,3.262321073,0.659627474
4.112,8.369474905,0.193616515,2.636934502,5.887957024,1.265348642
4.113,4.381050153,7.734983957,7.538159477,3.09024334,4.295465828
4.114,3.275162678,6.13336336,5.346223695,8.564987839,8.328461575
4.115,9.533679731,5.146487227,6.74524225,8.727092348,3.733334452
4.116,9.885326759,2.598437296,1.247423888,3.930389816,7.148608986
4.117,9.051086168,4.789177223,7.008228447,6.167224668,2.192156706
4.118,9.834323206,0.061045545,7.692801161,8.485127713,3.637388801
4.119,8.341818511,6.994875863,4.590149577,1.126710166,7.180750445
4.12,0.89280192,6.916284573,0.373341254,7.400786927,5.817378974
4.121,4.232579915,6.80388883,0.582691808,8.610025514,7.540836843
4.122,6.593959295,6.121762076,2.935024372,2.22112157,5.764660293
4.123,1.557292898,0.06250047,7.495134797,4.312280634,0.297664463
4.124,5.918750255,4.366411256,2.090540409,3.671044034,4.708808491
4.125,5.537442167,2.977376838,7.628474717,9.871446008,3.718563522
4.126,8.977419231,4.67803168,3.299629989,8.107422499,6.346443707
4.127,9.346425452,5.30927709,7.024319946,0.656469812,8.520417248
4.128,7.693571633,3.471751466,4.859152345,3.269145814,8.625661688
4.129,2.237557819,4.393718374,2.597588654,7.822572142,6.259112689
4.13,1.955542927,9.300891216,3.559445804,4.560728673,7.719241001
4.131,3.696575802,1.99037279,7.563719449,6.199355199,0.601477611
4.132,1.921776499,6.529692808,1.940584912,9.165508854,0.230229501
4.133,6.917711191,9.714609984,5.052045137,0.544369896,6.731508443
4.134,7.051091477,5.549629403,8.382364454,3.181932509,4.267558219
4.135,0.806337766,4.781189686,2.630659031,7.052653085,4.669071017
4.136,9.688212863,9.569039147,3.657114579,1.115827776,7.596012113
4.137,0.185864303,8.78044464,4.92727713,4.72256682,9.152911903
4.138,3.088550322,0.150950124,3.46378899,7.103259584,8.96492748
4.139,6.694031097,6.946424319,3.95464648,1.391450463,2.463857099
4.14,0.207925173,6.873184746,5.432320121,6.924496837,0.482428059
4.141,7.714868666,3.879099208,5.716823245,5.569919444,2.253251172
4.142,9.096878661,5.08586377,1.52778104,6.86782967,4.061437665
4.143,4.902414766,3.821248367,4.505022025,3.993177242,6.812109855
4.144,2.877029079,5.007523921,6.275653868,4.090040626,9.235647727
4.145,5.706588196,9.739288743,8.157308852,7.372082212,0.362020441
4.146,4.402416875,3.632481504,1.853073825,4.540722974,3.232712878
4.147,2.135401054,0.792791225,2.243947801,9.33994149,0.041302017
4.148,0.871872219,3.972463059,0.10442056,4.226208474,0.903321643
4.149,1.0127894,1.909469966,8.587358328,7.091926378,8.416308635
4.15,6.594365837,2.717814128,9.476758827,1.603257091,8.128062467
4.151,3.080874259,2.686975785,4.66462197,7.855826305,8.473600422
4.152,9.015958298,7.160062457,3.787113451,3.270025633,5.93774642
4.153,7.461729927,7.822329823,6.273814969,0.973008765,3.4120085
4.154,4.277609208,1.768886208,3.664292661,2.429167035,2.976763522
4.155,2.346971834,5.567567398,1.768229083,4.109189604,3.989019332
4.156,8.136783206,2.207644032,4.73280354,4.539547303,9.802233969
4.157,9.411239127,1.920366273,4.787383697,6.560018791,1.163292714
4.158,0.691110544,6.856803984,4.864223404,1.761810478,5.57734533
4.159,0.674299306,2.153101014,1.652339544,6.33414789,3.613522414
4.16,9.614870831,5.022402207,2.866922422,4.245880181,7.261875493
4.161,1.547405231,0.739973027,4.345417918,9.167283456,4.645567817
4.162,3.774470864,3.63986805,5.808831669,8.044138747,5.24929675
4.163,3.633278491,2.03226868,1.088354963,3.335854503,4.527096618
4.164,3.715335032,8.99356729,9.392680894,6.163779305,0.934103102
4.165,6.071851461,8.95967348,0.316238608,5.725991157,2.100236721
4.166,0.940740548,6.505378179,7.034951465,8.016354246,3.103373886
4.167,4.353972966,7.96132479,3.713872566,1.487137842,8.923399528
4.168,5.636167129,1.10446619,9.231318776,3.353175724,4.179638019
4.169,6.967047006,0.28166512,6.950184456,1.369871982,9.308160609
4.17,0.809004199,2.490274656,2.001093887,2.429612654,6.700446199
4.171,5.588671346,9.41313328,4.337570636,4.140896664,1.186579175
4.172,6.964621996,4.932613796,1.55647306,6.004408007,8.126767363
4.173,5.689531546,6.15456285,3.73187716,2.318772058,9.81443404
4.174,8.518374261,4.197978384,1.31043629,7.917861232,1.146979376
4.175,2.638565826,2.175723226,3.642927833,8.088561451,0.152112586
4.176,2.920934535,3.484619391,9.251152348,6.470989629,1.524963754
4.177,6.541050433,6.544304568,5.076598645,3.784000566,2.513768009
4.178,8.957394892,7.803930161,7.031626751,1.34887903,7.946645044
4.179,2.332245688,3.146244255,2.482183241,2.505095871,0.486574511
4.18,9.797947129,4.139990978,0.882769615,7.102621824,1.616317459
4.181,0.892405892,5.487394869,1.839739511,4.087023242,4.700491331
4.182,9.075113679,7.288996527,8.256047031,3.691747982,5.46319243
4.183,9.116664516,5.500056375,0.716865808,0.718935273,6.740346427
4.184,1.725915779,4.317036692,5.36296025,6.166792594,1.658334784
4.185,6.052567389,7.084227935,8.467365126,8.44625463,0.927605883
4.186,6.062891662,5.908293235,4.088522682,0.643958455,5.241949244
4.187,7.876137026,5.713167278,4.949286205,2.356545585,6.472807832
4.188,9.262113123,9.256893252,4.773725294,2.281374573,1.395072695
4.189,2.450413462,8.323072656,1.632679532,9.795401796,3.833482267
4.19,6.42043392,5.14788723,1.428741186,8.064587808,8.499249148
4.191,1.905366967,3.469092132,9.446185105,8.952550905,9.579350752
4.192,4.278117968,6.155298014,5.396107128,8.553006153,0.938030454
4.193,7.585222776,1.878028689,9.918252379,2.912179609,7.444041761
4.194,3.435311987,2.415785993,9.090255017,3.795826498,4.12890579
4.195,4.148653114,5.820976434,6.036902587,2.508704042,5.654103117
4.196,0.164035002,4.395185098,9.022903596,6.582352848,1.489141662
4.197,1.285677376,5.798009057,0.22636734,8.277976396,4.088104258
4.198,1.6328276,7.807845062,6.067538698,1.450071671,7.208828124
4.199,5.907902153,3.325431148,1.428861907,7.645412819,3.33754247
4.2,8.304067079,9.365071855,3.151272564,3.740141077,4.123998678
4.201,3.992458327,3.673161091,8.738772773,7.262087685,3.103950017
4.202,2.807747007,9.549223643,6.4809374,2.548740916,5.291895515
4.203,9.671443273,1.971514615,4.984063761,1.26304715,1.670956965
4.204,0.423558202,0.344002145,3.15788414,4.690108437,1.66542569
4.205,7.736344414,8.672577878,5.026000863,7.011005991,5.377920308
4.206,6.591184378,0.181642759,7.702204983,0.509919296,0.491073443
4.207,5.850434876,7.265725778,0.21108319,7.341018483,6.0715205
4.208,2.142565882,0.927126125,2.427655717,3.838030211,4.211751905
4.209,6.648632616,1.412518338,3.415308687,4.949611276,4.778243474
4.21,5.101476997,3.772676883,4.227093555,1.929573555,5.685441298
4.211,0.72015585,2.669945347,7.746486349,6.333576511,5.933902476
4.212,8.599210917,9.616334418,3.207882309,0.453067014,1.491956673
4.213,9.604097041,3.531286734,6.019609057,5.282390373,6.300105174
4.214,1.455482172,1.37673707,1.561856312,0.261796879,2.814069581
4.215,0.360326066,5.09955382,0.124263763,4.981225524,6.08662045
4.216,4.162256329,2.563574223,0.157067701,8.96488922,0.652840728
4.217,6.273895303,4.700164663,3.500955632,0.547438109,6.724116068
4.218,7.629098002,4.61224544,8.133955344,5.247802515,6.468256552
4.219,3.335216276,1.535870225,2.369466307,8.127352812,5.802013896
4.22,3.969891489,5.053645442,4.867111067,8.11856548,1.959044104
4.221,5.47858129,7.442926466,8.491870237,1.601057391,2.025848723
4.222,4.629920935,8.449500017,6.010150982,2.018009344,6.421077816
4.223,3.07339601,0.323263074,6.859133133,4.491511813,6.299676295
4.224,7.446454898,3.32308168,3.368717162,6.855364674,0.05860804
4.225,1.341033219,2.648920153,5.735727527,3.167342646,9.163634823
4.226,7.12181153,2.438523297,5.943274258,0.675685612,3.921404428
4.227,1.167535165,8.293760514,7.781336465,6.028909914,7.263500396
4.228,9.320684637,8.953583001,0.898076531,7.957256456,3.14405757
4.229,9.598930565,5.094870333,9.050588197,2.336344539,0.651234224
4.23,8.622623901,1.249446184,6.215155709,4.085726552,9.613271032
4.231,6.919770261,5.368405636,7.715334589,3.092425443,5.210988348
4.232,5.49297844,0.992784685,0.038457071,9.149469263,1.670250322
4.233,2.128219616,2.481228271,7.775233031,8.355302073,0.042472701
4.234,5.352706361,1.112770034,5.951545905,1.032713797,1.312219879
4.235,3.747300831,3.439992564,8.232710553,2.389731989,6.859017676
4.236,9.489727895,2.716611341,5.952760239,6.831333317,0.573575552
4.237,7.328309353,8.428549919,0.839023793,2.092230832,7.10247953
4.238,7.969943827,3.708768049,6.745227736,7.792531638,1.009658984
4.239,0.831909545,5.987429349,8.261454148,5.763305071,2.940609123
4.24,4.583240632,9.02460871,7.117501814,7.025860026,9.617220009
4.241,5.937656154,3.455051913,8.494105475,5.201185487,9.700199262
4.242,7.15769093,7.41078977,5.45896943,9.117519465,2.731199482
4.243,9.947167516,8.234969896,3.51207673,1.330319432,2.280738151
4.244,8.507392541,5.619203083,9.889114004,7.901531949,3.877324602
4.245,3.380824225,2.888153324,3.990260341,2.560117181,3.105688488
4.246,4.480530742,5.47725484,2.693683086,3.257625096,6.313429125
4.247,7.108866848,0.47564806,9.468784922,2.809116849,2.572133624
4.248,6.744452294,5.546473133,5.051253003,3.359379979,6.066497168
4.249,8.91064552,2.465257054,9.266997993,8.244878195,0.577775016
4.25,6.546819604,9.934401375,2.812446942,6.970689006,3.180492924
4.251,8.986367193,1.757034929,0.385486884,0.068447479,6.531887801
4.252,7.985729741,7.626077494,9.04516425,3.860333102,5.787064157
4.253,9.836572736,2.456077376,8.222709338,8.683620263,2.250203692
4.254,1.497368307,8.041717767,6.090146122,5.84276786,1.2883422
4.255,1.190408231,7.614089695,2.464994506,0.733349658,9.248585486
4.256,0.343262272,5.619740851,9.33122547,3.538396482,1.061750523
4.257,9.004153521,7.039840975,7.535015429,9.513965552,0.830541097
4.258,7.547198944,2.026541113,2.323494661,5.029344949,2.109504742
4.259,1.250219892,5.469858231,6.066947478,9.301234934,1.733966403
4.26,6.374611059,0.036716967,1.304499406,5.914869546,1.319194382
4.261,6.745575385,1.898434401,2.511439318,3.457191753,0.126954515
4.262,9.843820559,2.723101338,2.735621053,1.435333334,9.006894961
4.263,0.548620813,4.444126204,9.023567998,0.805205875,3.24055312
4.264,7.579287448,7.812101473,7.355005459,9.00250292,5.686936136
4.265,3.585764077,2.783797149,8.099204791,6.811447407,0.926956662
4.266,5.756228545,3.55719131,8.245840472,1.524593091,2.120430709
4.267,6.448769147,3.844979413,8.782214732,8.685877123,2.89183603
4.268,5.512445913,6.913411981,8.594215205,6.575111214,1.735971894
4.269,4.627424769,9.399851186,1.769331108,9.503873356,3.741786831
4.27,2.394958578,7.916851398,1.560821645,8.848650038,7.080028765
4.271,7.91301155,3.547657292,9.675497516,2.375828119,0.742801626
4.272,4.097730265,9.035138504,5.362716997,9.398550704,7.541088109
4.273,4.097042066,9.830821229,9.699404208,0.220579814,6.197936632
4.274,0.841431005,4.421079082,3.030400004,1.045056673,8.901425035
4.275,2.844167596,0.43216232,7.860654477,2.679842203,3.680441206
4.276,6.734215406,6.396837553,3.072530836,2.260847902,2.709817166
4.277,3.128567606,9.808531223,3.19644427,6.926809443,0.288796059
4.278,5.651155209,3.330385664,6.703809079,0.578312296,2.894305524
4.279,0.31495548,5.43883214,4.625856856,7.143188622,7.679390572
4.28,0.804188538,9.345222727,7.881269968,4.486846236,2.378792057
4.281,1.440396039,6.539610117,2.056434062,6.190079226,6.901708304
4.282,5.265717054,9.834245172,7.267068197,1.473627036,7.967863317
4.283,5.103866895,1.28026347,7.867878159,6.093156521,4.754916959
4.284,0.513515496,6.747438798,2.374411177,4.584448471,9.814637516
4.285,4.653073878,7.730058884,0.830795761,5.154379309,4.291813529
4.286,1.056874354,0.04011662,5.270420111,1.687005059,1.118634433
4.287,8.456474243,9.335106642,0.904050715,8.023875798,0.200492283
4.288,2.770645566,8.434996899,0.901578387,6.764028163,4.867140709
4.289,4.552259862,5.416763592,8.31307209,9.264035152,4.713081582
4.29,7.094120055,3.828910506,2.896615043,1.706981172,3.369242978
4.291,1.395273331,3.619524593,2.552675936,5.6446784,4.704990991
4.292,0.199678886,5.872067199,1.591159389,8.773839151,8.670594461
4.293,1.632812725,1.275070016,8.591799716,3.310085857,7.147794013
4.294,7.630593304,5.114748636,4.339216457,0.800756606,0.187014151
4.295,8.531889078,3.326473882,8.137172613,4.945351418,8.304482504
4.296,8.040288356,6.884142069,0.10734338,0.409758084,9.929429621
4.297,9.647843991,2.412549219,2.630864908,0.803785471,3.558176951
4.298,0.575097787,8.101808917,5.731246711,9.919556977,9.166074504
4.299,8.746811965,3.288156944,9.800660045,7.297028836,0.017885487
4.3,5.77036015,4.041229564,7.496752525,3.508922503,5.742198309
4.301,6.105531034,4.583874944,5.064466418,8.857375018,6.589004827
4.302,5.421284656,1.118173879,1.277127994,2.554713365,3.244101238
4.303,2.239168442,7.018645913,1.164656852,0.478109803,6.448769501
4.304,1.036251652,6.073435193,4.691664101,2.418597888,4.375290145
4.305,6.098485921,2.124531247,5.607735089,3.611034606,9.89809531
4.306,7.162618071,0.394089152,0.570202283,6.79795493,5.091592748
4.307,6.251153589,0.407530978,3.909715342,3.978445812,7.943225631
4.308,7.639486276,4.729977826,9.738906144,5.339901104,9.069684209
4.309,5.726001431,9.637669526,7.647053668,2.136127168,9.435484022
4.31,3.419896093,9.905033617,6.904157758,3.983603932,9.447861231
4.311,1.064584294,5.348804516,7.500887903,1.506957763,6.517797955
4.312,6.706329797,7.338998121,5.155481649,7.850967243,3.545958415
4.313,0.51086404,1.438789428,7.829875937,5.454745242,2.799699572
4.314,1.649400389,7.589839319,2.273809067,6.194061948,7.889193846
4.315,3.700689886,7.607793478,3.274283387,7.802870105,3.010003056
4.316,1.399493559,9.614352156,0.000121659,9.155250349,9.560373794
4.317,2.599673601,3.478764134,8.885799215,3.688265599,3.601084118
4.318,7.943817167,0.014562611,3.693006867,9.323413938,4.084384735
4.319,5.413057854,2.628050113,1.671541774,2.927365612,1.770785699
4.32,5.109474014,3.360385185,7.521277264,1.432869584,9.784559049
4.321,3.414231449,9.864952634,3.130987473,5.116354473,1.717441037
4.322,5.358972921,6.880935164,7.895433017,2.082630882,4.515622456
4.323,4.916185715,4.474945773,2.301115853,8.400085613,8.581539482
4.324,4.614216804,8.418266488,5.845063981,0.060274626,8.943693362
4.325,0.183720116,9.654442526,7.002711335,2.072453219,7.494994171
4.326,0.143970452,5.190936173,7.329892446,0.54443415,8.618293917
4.327,4.894280445,8.597304727,2.614373066,8.608567472,7.474105659
